image,y,x
NI240119_SMI31-488_20x_HCl_03.czi,642.26335958956,572.1857704463248
NI240119_SMI31-488_20x_HCl_03.czi,627.8143687279533,551.9571832400754
NI240119_SMI31-488_20x_HCl_03.czi,464.5407719917967,99.70376927178353
NI240119_SMI31-488_20x_HCl_03.czi,581.5775979708116,213.850797078477
NI240119_SMI31-488_20x_HCl_03.czi,46.964936091361025,36.128209480713736
NI240119_SMI31-488_20x_HCl_03.czi,106.20579862394877,345.3366139190986
NI240119_SMI31-488_20x_HCl_03.czi,253.58550541233782,274.5365586972254
NI240119_SMI31-488_20x_HCl_03.czi,133.65888126100165,297.6549440757963
NI240119_SMI31-488_20x_HCl_03.czi,772.3042773440209,215.29569616463772
NI240119_SMI31-488_20x_HCl_03.czi,752.0756901377714,17.344521360624924
NI240119_SMI31-488_20x_HCl_03.czi,93.20170684850268,17.344521360624924
