image,y,x
NI231117_SMI31-488_20x_DMSOx1_04.czi,773.3980916333202,484.08364254428466
NI231117_SMI31-488_20x_DMSOx1_04.czi,756.0825141271462,469.65399462247296
NI231117_SMI31-488_20x_DMSOx1_04.czi,875.8485918781832,497.07032567391525
NI231117_SMI31-488_20x_DMSOx1_04.czi,541.0807600921518,270.5248533014716
NI231117_SMI31-488_20x_DMSOx1_04.czi,963.8694442012346,658.6823823982062
NI231117_SMI31-488_20x_DMSOx1_04.czi,526.6511121703401,886.6708195628311
NI231117_SMI31-488_20x_DMSOx1_04.czi,304.4345341744399,927.073833743904
NI231117_SMI31-488_20x_DMSOx1_04.czi,464.60362610654977,567.7756004907926
NI231117_SMI31-488_20x_DMSOx1_04.czi,487.6910627814485,521.6007271409951
NI231117_SMI31-488_20x_DMSOx1_04.czi,458.8317669378251,517.2718327644516
NI231117_SMI31-488_20x_DMSOx1_04.czi,40.37197720528573,953.0472000031649
NI231117_SMI31-488_20x_DMSOx1_04.czi,240.9440833184684,901.1004674846428
NI231117_SMI31-488_20x_DMSOx1_04.czi,953.7686906559665,723.6157980463589
NI231117_SMI31-488_20x_DMSOx1_04.czi,437.18729505510754,459.5532410772048
NI231117_SMI31-488_20x_DMSOx1_04.czi,416.98578796457116,854.9255941348455
NI231117_SMI31-488_20x_DMSOx1_04.czi,376.5827737834984,751.0321290978012
