image,y,x
NI231117_SMI31-488_20x_LiCl_01.czi,925.4635804770527,930.5207438141729
NI231117_SMI31-488_20x_LiCl_01.czi,802.6471581533951,853.941092247657
NI231117_SMI31-488_20x_LiCl_01.czi,578.6877997984902,706.561385459268
NI231117_SMI31-488_20x_LiCl_01.czi,535.3408272136699,722.4552754070353
NI231117_SMI31-488_20x_LiCl_01.czi,509.3326436627776,692.1123945976613
NI231117_SMI31-488_20x_LiCl_01.czi,467.430570164118,676.2185046498937
NI231117_SMI31-488_20x_LiCl_01.czi,116.32009222707353,525.9489996891832
NI231117_SMI31-488_20x_LiCl_01.czi,75.86291781457456,537.5081923784687
NI231117_SMI31-488_20x_LiCl_01.czi,369.17743230519204,208.07120073383425
NI231117_SMI31-488_20x_LiCl_01.czi,57.07922969448576,20.2343195329463
NI231117_SMI31-488_20x_LiCl_01.czi,61.4139269529678,43.35270491151715
NI231117_SMI31-488_20x_LiCl_01.czi,671.1613413127735,312.10393493740304
NI231117_SMI31-488_20x_LiCl_01.czi,439.9774875270652,534.6183942061473
NI231117_SMI31-488_20x_LiCl_01.czi,555.5694144199193,78.0302829793734
NI231117_SMI31-488_20x_LiCl_01.czi,597.471487918579,69.36088846240932
NI231117_SMI31-488_20x_LiCl_01.czi,994.8187366127652,26.013915877589
