image,y,x
NI231117_SMI31-488_20x_Glut_05.czi,134.1646886970618,989.1213198076942
NI231117_SMI31-488_20x_Glut_05.czi,86.54685055508318,726.5017276307213
NI231117_SMI31-488_20x_Glut_05.czi,62.016449088003284,722.1728332541778
NI231117_SMI31-488_20x_Glut_05.czi,86.54685055508318,590.8630371656913
NI231117_SMI31-488_20x_Glut_05.czi,23.056399699111697,736.6024811759895
NI231117_SMI31-488_20x_Glut_05.czi,184.66845642340274,749.5891643056199
NI231117_SMI31-488_20x_Glut_05.czi,366.48202023823023,779.8914249414246
NI231117_SMI31-488_20x_Glut_05.czi,353.4953371085997,746.7032347212577
NI231117_SMI31-488_20x_Glut_05.czi,578.5978446888622,714.9580092932719
NI231117_SMI31-488_20x_Glut_05.czi,590.1415630263116,795.7640376554174
NI231117_SMI31-488_20x_Glut_05.czi,644.974225129196,826.0662982912219
NI231117_SMI31-488_20x_Glut_05.czi,463.1606613143686,878.013030809744
NI231117_SMI31-488_20x_Glut_05.czi,969.6413033699594,929.9597633282661
NI231117_SMI31-488_20x_Glut_05.czi,947.9968314872418,905.4293618611863
NI231117_SMI31-488_20x_Glut_05.czi,699.8068872320805,732.273586799446
NI231117_SMI31-488_20x_Glut_05.czi,148.59433661887348,173.84621222533315
NI231117_SMI31-488_20x_Glut_05.czi,627.658647623022,231.56480391258003
NI231117_SMI31-488_20x_Glut_05.czi,591.5845278184928,270.5248533014716
NI231117_SMI31-488_20x_Glut_05.czi,551.18151363742,371.53238875415343
NI231117_SMI31-488_20x_Glut_05.czi,722.8943239069793,264.75299413274684
NI231117_SMI31-488_20x_Glut_05.czi,696.9209576477182,287.8404308076456
NI231117_SMI31-488_20x_Glut_05.czi,734.4380422444286,191.16178973150727
NI231117_SMI31-488_20x_Glut_05.czi,151.48026620323583,214.2492264064059
NI231117_SMI31-488_20x_Glut_05.czi,461.71769652218745,658.6823823982062
