image,y,x
NI231117_SMI31-488_20x_DMSOx1_03.czi,312.8263679449256,335.22232031597383
NI231117_SMI31-488_20x_DMSOx1_03.czi,379.2917259083168,329.4427239713312
NI231117_SMI31-488_20x_DMSOx1_03.czi,351.8386432712639,294.7651459034749
NI231117_SMI31-488_20x_DMSOx1_03.czi,408.18970763153027,196.51200804454885
NI231117_SMI31-488_20x_DMSOx1_03.czi,476.0999646810821,221.07529250928036
NI231117_SMI31-488_20x_DMSOx1_03.czi,585.9122952292936,226.85488885392311
NI231117_SMI31-488_20x_DMSOx1_03.czi,561.3490107645621,216.74059525079832
NI231117_SMI31-488_20x_DMSOx1_03.czi,902.3451950984818,177.7283199244601
NI231117_SMI31-488_20x_DMSOx1_03.czi,958.6962594587483,33.23841130839236
NI231117_SMI31-488_20x_DMSOx1_03.czi,971.7003512341943,322.21822854052783
NI231117_SMI31-488_20x_DMSOx1_03.czi,903.7900941846425,629.9817338927519
NI231117_SMI31-488_20x_DMSOx1_03.czi,477.5448637672428,736.9042662686422
NI231117_SMI31-488_20x_DMSOx1_03.czi,489.10405645652816,774.4716425088197
NI231117_SMI31-488_20x_DMSOx1_03.czi,270.924294446266,943.524835589619
NI231117_SMI31-488_20x_DMSOx1_03.czi,340.2794505819785,741.2389635271243
NI231117_SMI31-488_20x_DMSOx1_03.czi,402.41011128688757,758.5777525610522
NI231117_SMI31-488_20x_DMSOx1_03.czi,315.716166117247,427.69586183025723
NI231117_SMI31-488_20x_DMSOx1_03.czi,896.5655987538391,570.7408713601642
NI231117_SMI31-488_20x_DMSOx1_03.czi,896.5655987538391,417.58156822713244
