image,y,x
NI240119_SMI31-488_20x_DMSO_02.czi,959.5405498246911,254.65224058747867
NI240119_SMI31-488_20x_DMSO_02.czi,978.2990921230463,323.9145506121748
NI240119_SMI31-488_20x_DMSO_02.czi,787.8277395551319,258.9811349640222
NI240119_SMI31-488_20x_DMSO_02.czi,822.45889456748,339.78716332616773
NI240119_SMI31-488_20x_DMSO_02.czi,613.2289997012103,124.78540929117338
NI240119_SMI31-488_20x_DMSO_02.czi,578.5978446888622,297.94118435291375
NI240119_SMI31-488_20x_DMSO_02.czi,704.135781608624,508.6140440113646
NI240119_SMI31-488_20x_DMSO_02.czi,657.9609082588266,675.9979599043803
NI240119_SMI31-488_20x_DMSO_02.czi,610.3430701168479,658.6823823982062
NI240119_SMI31-488_20x_DMSO_02.czi,520.8792530016154,550.4600229846185
NI240119_SMI31-488_20x_DMSO_02.czi,705.5787464008052,797.2070024475985
NI240119_SMI31-488_20x_DMSO_02.czi,199.09810434521444,808.750720785048
NI240119_SMI31-488_20x_DMSO_02.czi,163.0239845406852,388.84796626032755
NI240119_SMI31-488_20x_DMSO_02.czi,418.4287527567523,150.7587755504345
NI240119_SMI31-488_20x_DMSO_02.czi,337.6227243946068,59.85199364302076
NI240119_SMI31-488_20x_DMSO_02.czi,464.60362610654977,147.87284596607208
NI240119_SMI31-488_20x_DMSO_02.czi,763.297338088052,64.18088801956429
NI240119_SMI31-488_20x_DMSO_02.czi,725.7802534913416,77.16757114919477
