image,y,x
NI240119_SMI31-488_20x_Pio_04.czi,439.9774875270652,598.193953997217
NI240119_SMI31-488_20x_Pio_04.czi,438.53258844090453,573.6306695324856
NI240119_SMI31-488_20x_Pio_04.czi,272.36919353242666,449.3693481226673
NI240119_SMI31-488_20x_Pio_04.czi,757.8552864824142,150.27523728740726
NI240119_SMI31-488_20x_Pio_04.czi,806.9818554118772,43.35270491151715
NI240119_SMI31-488_20x_Pio_04.czi,185.67524836278602,184.95281535526345
NI240119_SMI31-488_20x_Pio_04.czi,937.0227731663381,150.27523728740726
NI240119_SMI31-488_20x_Pio_04.czi,908.1247914431245,1008.5452944668493
NI240119_SMI31-488_20x_Pio_04.czi,832.9900389627693,985.4269090882785
NI240119_SMI31-488_20x_Pio_04.czi,578.6877997984902,804.814523318194
NI240119_SMI31-488_20x_Pio_04.czi,52.74453243600374,115.59765921955096
NI240119_SMI31-488_20x_Pio_04.czi,549.7898180752767,75.14048480705202
