image,y,x
NI231117_SMI31-488_20x_Piox1_03.czi,46.14383637401042,635.5949457233075
NI231117_SMI31-488_20x_Piox1_03.czi,23.056399699111697,481.19771295992234
NI231117_SMI31-488_20x_Piox1_03.czi,93.76167451598903,517.2718327644516
NI231117_SMI31-488_20x_Piox1_03.czi,808.0292466456683,759.6899178508883
NI231117_SMI31-488_20x_Piox1_03.czi,686.82020410245,479.75474816774124
NI231117_SMI31-488_20x_Piox1_03.czi,803.7003522691248,595.1919315422348
NI231117_SMI31-488_20x_Piox1_03.czi,758.9684437115085,600.9637907109595
NI231117_SMI31-488_20x_Piox1_03.czi,858.5330116197723,357.1027408323418
NI231117_SMI31-488_20x_Piox1_03.czi,884.5063778790334,233.0077687047612
NI231117_SMI31-488_20x_Piox1_03.czi,976.8561245786283,429.2509804414004
NI231117_SMI31-488_20x_Piox1_03.czi,924.9093920601061,719.2869036698155
NI231117_SMI31-488_20x_Piox1_03.czi,965.3124062411789,670.2261007356558
NI231117_SMI31-488_20x_Piox1_03.czi,284.23302433166657,245.99445183439178
