image,y,x
NI240119_SMI31-488_20x_Glut_05.czi,160.13805495632286,931.4027281204475
NI240119_SMI31-488_20x_Glut_05.czi,191.8832803843086,901.1004674846428
NI240119_SMI31-488_20x_Glut_05.czi,236.61518894192486,909.7582562377298
NI240119_SMI31-488_20x_Glut_05.czi,363.59609065386786,837.6100166286714
NI240119_SMI31-488_20x_Glut_05.czi,473.26141485963683,827.5092630834032
NI240119_SMI31-488_20x_Glut_05.czi,529.5370417547024,787.1062489023303
NI240119_SMI31-488_20x_Glut_05.czi,789.2707043473131,1015.0946860669552
NI240119_SMI31-488_20x_Glut_05.czi,790.7136691394942,849.1537349661206
NI240119_SMI31-488_20x_Glut_05.czi,793.5995987238566,831.8381574599467
NI240119_SMI31-488_20x_Glut_05.czi,745.981760581878,774.1195657727
NI240119_SMI31-488_20x_Glut_05.czi,959.5405498246911,769.7906713961564
NI240119_SMI31-488_20x_Glut_05.czi,696.9209576477182,696.1994669949166
NI240119_SMI31-488_20x_Glut_05.czi,685.3772393102688,629.8230865545829
NI240119_SMI31-488_20x_Glut_05.czi,457.3888021456439,671.6690655278368
NI240119_SMI31-488_20x_Glut_05.czi,454.5028725612816,639.9238400998511
NI240119_SMI31-488_20x_Glut_05.czi,259.70262561682364,854.9255941348455
NI240119_SMI31-488_20x_Glut_05.czi,308.7634285509834,700.5283613714602
NI240119_SMI31-488_20x_Glut_05.czi,151.48026620323583,647.1386640607569
NI240119_SMI31-488_20x_Glut_05.czi,382.3546329522231,468.21102983029186
NI240119_SMI31-488_20x_Glut_05.czi,370.8109146147737,448.0095227397554
NI240119_SMI31-488_20x_Glut_05.czi,186.11142121558393,443.680628363212
NI240119_SMI31-488_20x_Glut_05.czi,79.33202659417734,234.45073349694235
NI240119_SMI31-488_20x_Glut_05.czi,468.9325204830933,491.2984665051905
NI240119_SMI31-488_20x_Glut_05.czi,509.33553466416606,283.51153643110206
NI240119_SMI31-488_20x_Glut_05.czi,530.9800065468836,214.2492264064059
NI240119_SMI31-488_20x_Glut_05.czi,357.8242314851432,168.07435305660852
NI240119_SMI31-488_20x_Glut_05.czi,606.0141757403045,456.6673114928425
NI240119_SMI31-488_20x_Glut_05.czi,689.7061336868123,393.17686063687097
NI240119_SMI31-488_20x_Glut_05.czi,748.8676901662403,390.29093105250865
NI240119_SMI31-488_20x_Glut_05.czi,832.5596453605112,745.2602699290765
NI240119_SMI31-488_20x_Glut_05.czi,266.9174468254925,889.5567491471934
NI240119_SMI31-488_20x_Glut_05.czi,409.77096125142833,577.8763540360608
NI240119_SMI31-488_20x_Glut_05.czi,388.1264893687108,551.9029877767996
