image,y,x
NI231117_SMI31-488_20x_Piox1_04.czi,607.4571405324856,997.7791085607813
NI231117_SMI31-488_20x_Piox1_04.czi,157.25212537196052,485.5266073364659
NI231117_SMI31-488_20x_Piox1_04.czi,23.056399699111697,387.40500146814634
NI231117_SMI31-488_20x_Piox1_04.czi,145.70840703451117,220.02108557513066
NI231117_SMI31-488_20x_Piox1_04.czi,102.41946326907606,166.6313882644273
NI231117_SMI31-488_20x_Piox1_04.czi,542.523724884333,348.4449520792548
NI231117_SMI31-488_20x_Piox1_04.czi,988.3998456683146,352.7738464557982
NI231117_SMI31-488_20x_Piox1_04.czi,969.6413033699594,271.9678180936527
NI231117_SMI31-488_20x_Piox1_04.czi,825.3448241518423,501.3992200504588
NI231117_SMI31-488_20x_Piox1_04.czi,434.3013654707452,308.041937898182
NI231117_SMI31-488_20x_Piox1_04.czi,161.58101974850402,690.427607826192
NI231117_SMI31-488_20x_Piox1_04.czi,295.77674542135287,966.0338831327955
NI231117_SMI31-488_20x_Piox1_04.czi,685.3772393102688,80.05350073355714
