image,y,x
NI231117_SMI31-488_20x_LiCl_02.czi,142.82247745014882,661.5683119825686
NI231117_SMI31-488_20x_LiCl_02.czi,85.10388576290201,527.3725863097198
NI231117_SMI31-488_20x_LiCl_02.czi,203.42699872175797,159.41656430352145
NI231117_SMI31-488_20x_LiCl_02.czi,545.4096544686953,119.01355012244875
NI231117_SMI31-488_20x_LiCl_02.czi,453.05990776910045,101.69797261627468
NI231117_SMI31-488_20x_LiCl_02.czi,913.3656764748937,153.64470513479682
NI231117_SMI31-488_20x_LiCl_02.czi,414.09985838020884,562.0037413220679
NI231117_SMI31-488_20x_LiCl_02.czi,414.09985838020884,453.78138190848017
NI231117_SMI31-488_20x_LiCl_02.czi,844.1033664501975,348.4449520792548
NI231117_SMI31-488_20x_LiCl_02.czi,363.59609065386786,137.77209242080392
NI231117_SMI31-488_20x_LiCl_02.czi,933.5671835654301,7.905261124498622
NI231117_SMI31-488_20x_LiCl_02.czi,878.7345214625456,116.12762053808638
NI231117_SMI31-488_20x_LiCl_02.czi,389.56945691312893,655.796452813844
