image,y,x
NI231117_SMI31-488_20x_Glut_02.czi,72.97311964225321,748.4634589579275
NI231117_SMI31-488_20x_Glut_02.czi,72.97311964225321,621.3123393757878
NI231117_SMI31-488_20x_Glut_02.czi,85.97721141769931,564.9612750155216
NI231117_SMI31-488_20x_Glut_02.czi,81.64251415921727,310.6590358512423
NI231117_SMI31-488_20x_Glut_02.czi,41.18533974671831,92.47927384098017
NI231117_SMI31-488_20x_Glut_02.czi,237.6916154645704,49.13230125615985
NI231117_SMI31-488_20x_Glut_02.czi,226.13242277528497,273.0916596110648
NI231117_SMI31-488_20x_Glut_02.czi,208.79363374135684,277.42635686954685
NI231117_SMI31-488_20x_Glut_02.czi,204.4589364828748,432.03055908873927
NI231117_SMI31-488_20x_Glut_02.czi,243.4712118092131,395.90808193472236
NI231117_SMI31-488_20x_Glut_02.czi,226.13242277528497,589.524559480253
NI231117_SMI31-488_20x_Glut_02.czi,272.36919353242666,764.3573489056951
NI231117_SMI31-488_20x_Glut_02.czi,359.0631387020673,996.986101777564
NI231117_SMI31-488_20x_Glut_02.czi,347.50394601278185,641.5409265820374
NI231117_SMI31-488_20x_Glut_02.czi,333.0549551511751,579.4102658771283
NI231117_SMI31-488_20x_Glut_02.czi,308.49167068644357,566.4061741016822
NI231117_SMI31-488_20x_Glut_02.czi,465.98567107795736,712.3409818039106
NI231117_SMI31-488_20x_Glut_02.czi,1007.8228283882113,786.0308351981053
NI231117_SMI31-488_20x_Glut_02.czi,948.5819658556235,898.732963918638
NI231117_SMI31-488_20x_Glut_02.czi,825.7655435319659,816.3737160074793
NI231117_SMI31-488_20x_Glut_02.czi,762.1899837408962,770.1369452503377
NI231117_SMI31-488_20x_Glut_02.czi,805.5369563257165,447.9244490365067
NI231117_SMI31-488_20x_Glut_02.czi,731.8471029315219,176.28342083829938
NI231117_SMI31-488_20x_Glut_02.czi,806.9818554118772,161.83442997669266
NI231117_SMI31-488_20x_Glut_02.czi,594.5816897462577,26.013915877589
NI231117_SMI31-488_20x_Glut_02.czi,424.08359757929776,36.128209480713736
NI231117_SMI31-488_20x_Glut_02.czi,564.2388089368834,173.39362266597806
NI231117_SMI31-488_20x_Glut_02.czi,898.0104978399997,119.932356478033
NI231117_SMI31-488_20x_Glut_02.czi,452.9815793025113,231.18958611240515
NI231117_SMI31-488_20x_Glut_02.czi,429.86319392394046,310.6590358512423
NI231117_SMI31-488_20x_Glut_02.czi,395.1856158560842,430.58566000257855
NI231117_SMI31-488_20x_Glut_02.czi,179.8956520181433,651.6552201851621
NI231117_SMI31-488_20x_Glut_02.czi,838.7696297955595,804.8145012707835
NI231117_SMI31-488_20x_Glut_02.czi,652.3776476808321,523.0591794694515
