image,y,x
NI240119_SMI31-488_20x_DMSO_01.czi,62.85882603912847,381.45909107311553
NI240119_SMI31-488_20x_DMSO_01.czi,143.7731748641264,390.1284855900796
NI240119_SMI31-488_20x_DMSO_01.czi,740.516497448486,317.8835312820458
NI240119_SMI31-488_20x_DMSO_01.czi,587.3571943154542,554.8469814123969
NI240119_SMI31-488_20x_DMSO_01.czi,650.932754106524,786.0308351981053
NI240119_SMI31-488_20x_DMSO_01.czi,633.5939650725959,875.6145785400672
NI240119_SMI31-488_20x_DMSO_01.czi,685.6103321743802,910.2921566079233
NI240119_SMI31-488_20x_DMSO_01.czi,958.6962594587483,797.5900278873905
NI240119_SMI31-488_20x_DMSO_01.czi,799.7573599810737,1008.5452944668493
NI240119_SMI31-488_20x_DMSO_01.czi,740.516497448486,115.59765921955096
NI240119_SMI31-488_20x_DMSO_01.czi,971.7003512341943,806.2594224043546
NI240119_SMI31-488_20x_DMSO_01.czi,659.6021486234881,582.3000640494497
NI240119_SMI31-488_20x_DMSO_01.czi,885.0064060645537,228.29978794008383
