image,y,x
NI231117_SMI31-488_20x_DMSOx1_01.czi,802.6471581533951,491.27142162132697
NI231117_SMI31-488_20x_DMSOx1_01.czi,652.3776531926846,469.5979353289168
NI231117_SMI31-488_20x_DMSOx1_01.czi,541.1204235583126,248.5283751463333
NI231117_SMI31-488_20x_DMSOx1_01.czi,181.340551104304,329.4427239713312
NI231117_SMI31-488_20x_DMSOx1_01.czi,140.88337669180504,245.63857697401187
NI231117_SMI31-488_20x_DMSOx1_01.czi,565.6837080230441,657.434816529805
NI231117_SMI31-488_20x_DMSOx1_01.czi,893.6758005815177,394.4631828485616
NI231117_SMI31-488_20x_DMSOx1_01.czi,52.74453243600373,104.03846653026557
NI231117_SMI31-488_20x_DMSOx1_01.czi,528.1163317828664,781.6961379396231
NI231117_SMI31-488_20x_DMSOx1_01.czi,672.6062403989342,531.728596033826
NI231117_SMI31-488_20x_DMSOx1_01.czi,353.2835423574245,641.5409265820374
NI231117_SMI31-488_20x_DMSOx1_01.czi,88.86700959002066,421.9162654856145
NI231117_SMI31-488_20x_DMSOx1_01.czi,376.4019277359954,274.5365586972255
NI231117_SMI31-488_20x_DMSOx1_01.czi,490.5489555426888,351.1162102637413
NI231117_SMI31-488_20x_DMSOx1_01.czi,428.4182948377797,582.3000640494497
NI231117_SMI31-488_20x_DMSOx1_01.czi,463.095872905636,351.1162102637413
NI231117_SMI31-488_20x_DMSOx1_01.czi,233.35691820608835,696.4470918561432
NI231117_SMI31-488_20x_DMSOx1_01.czi,385.0713222529594,495.60611887980906
NI231117_SMI31-488_20x_DMSOx1_01.czi,399.5203131145662,1014.324890811492
NI231117_SMI31-488_20x_DMSOx1_02.czi,287.02478709219,933.5547552360196
NI231117_SMI31-488_20x_DMSOx1_02.czi,284.95589129515014,875.6256729189008
NI231117_SMI31-488_20x_DMSOx1_02.czi,216.68232999283168,896.3146308893004
NI231117_SMI31-488_20x_DMSOx1_02.czi,382.1939937560279,881.8323603100207
NI231117_SMI31-488_20x_DMSOx1_02.czi,309.7826408596296,664.5983016208259
NI231117_SMI31-488_20x_DMSOx1_02.czi,258.06024593363065,515.6378042339493
NI231117_SMI31-488_20x_DMSOx1_02.czi,224.95791318099143,552.8779285806684
NI231117_SMI31-488_20x_DMSOx1_02.czi,311.8515366566694,470.1220966990704
NI231117_SMI31-488_20x_DMSOx1_02.czi,446.3297634642663,730.8029671261042
NI231117_SMI31-488_20x_DMSOx1_02.czi,367.71172317674814,391.50405641155226
NI231117_SMI31-488_20x_DMSOx1_02.czi,491.8454709991453,110.13422801411866
NI231117_SMI31-488_20x_DMSOx1_02.czi,431.84749288498665,143.23656076675798
NI231117_SMI31-488_20x_DMSOx1_02.czi,553.9123449103439,108.06533221707866
NI231117_SMI31-488_20x_DMSOx1_02.czi,767.008612005459,130.8231859845181
NI231117_SMI31-488_20x_DMSOx1_02.czi,756.6641330202591,199.0967472868365
NI231117_SMI31-488_20x_DMSOx1_02.czi,692.5283633120206,598.3936361155472
NI231117_SMI31-488_20x_DMSOx1_02.czi,769.0775078024989,573.5668865510679
NI231117_SMI31-488_20x_DMSOx1_02.czi,640.8059683860218,921.14138045378
NI231117_SMI31-488_20x_DMSOx1_02.czi,661.4949263564214,890.1079434981805
NI231117_SMI31-488_20x_DMSOx1_02.czi,570.4635112866634,695.631738576425
NI231117_SMI31-488_20x_DMSOx1_03.czi,312.8263679449256,335.22232031597383
NI231117_SMI31-488_20x_DMSOx1_03.czi,379.2917259083168,329.4427239713312
NI231117_SMI31-488_20x_DMSOx1_03.czi,351.8386432712639,294.7651459034749
NI231117_SMI31-488_20x_DMSOx1_03.czi,408.1897076315303,196.51200804454885
NI231117_SMI31-488_20x_DMSOx1_03.czi,476.0999646810821,221.0752925092804
NI231117_SMI31-488_20x_DMSOx1_03.czi,585.9122952292936,226.85488885392311
NI231117_SMI31-488_20x_DMSOx1_03.czi,561.3490107645621,216.74059525079832
NI231117_SMI31-488_20x_DMSOx1_03.czi,902.3451950984818,177.7283199244601
NI231117_SMI31-488_20x_DMSOx1_03.czi,958.6962594587484,33.23841130839236
NI231117_SMI31-488_20x_DMSOx1_03.czi,971.7003512341944,322.21822854052783
NI231117_SMI31-488_20x_DMSOx1_03.czi,903.7900941846424,629.9817338927519
NI231117_SMI31-488_20x_DMSOx1_03.czi,477.5448637672428,736.9042662686422
NI231117_SMI31-488_20x_DMSOx1_03.czi,489.10405645652816,774.4716425088197
NI231117_SMI31-488_20x_DMSOx1_03.czi,270.924294446266,943.524835589619
NI231117_SMI31-488_20x_DMSOx1_03.czi,340.2794505819785,741.2389635271243
NI231117_SMI31-488_20x_DMSOx1_03.czi,402.4101112868876,758.5777525610522
NI231117_SMI31-488_20x_DMSOx1_03.czi,315.716166117247,427.6958618302572
NI231117_SMI31-488_20x_DMSOx1_03.czi,896.5655987538391,570.7408713601642
NI231117_SMI31-488_20x_DMSOx1_03.czi,896.5655987538391,417.5815682271325
NI231117_SMI31-488_20x_DMSOx1_04.czi,773.3980916333202,484.0836425442847
NI231117_SMI31-488_20x_DMSOx1_04.czi,756.0825141271462,469.65399462247296
NI231117_SMI31-488_20x_DMSOx1_04.czi,875.8485918781832,497.0703256739153
NI231117_SMI31-488_20x_DMSOx1_04.czi,541.0807600921518,270.5248533014716
NI231117_SMI31-488_20x_DMSOx1_04.czi,963.8694442012346,658.6823823982062
NI231117_SMI31-488_20x_DMSOx1_04.czi,526.6511121703401,886.6708195628311
NI231117_SMI31-488_20x_DMSOx1_04.czi,304.4345341744399,927.073833743904
NI231117_SMI31-488_20x_DMSOx1_04.czi,464.60362610654977,567.7756004907926
NI231117_SMI31-488_20x_DMSOx1_04.czi,487.6910627814485,521.6007271409951
NI231117_SMI31-488_20x_DMSOx1_04.czi,458.8317669378251,517.2718327644516
NI231117_SMI31-488_20x_DMSOx1_04.czi,40.37197720528573,953.0472000031648
NI231117_SMI31-488_20x_DMSOx1_04.czi,240.9440833184684,901.1004674846428
NI231117_SMI31-488_20x_DMSOx1_04.czi,953.7686906559665,723.6157980463589
NI231117_SMI31-488_20x_DMSOx1_04.czi,437.18729505510754,459.5532410772048
NI231117_SMI31-488_20x_DMSOx1_04.czi,416.9857879645712,854.9255941348455
NI231117_SMI31-488_20x_DMSOx1_04.czi,376.5827737834984,751.0321290978012
NI231117_SMI31-488_20x_DMSOx1_05.czi,210.23853282751756,937.745239244976
NI231117_SMI31-488_20x_DMSOx1_05.czi,429.86319392394046,706.561385459268
